"","STID","STNM","TIME","TAIR","RELH","PRES"
"964","ERIC",35,2015-06-25 08:15:00,24.3,71,948.17
"965","ERIC",35,2015-06-25 08:20:00,24.5,70,948.08
"966","ERIC",35,2015-06-25 08:25:00,24.7,69,948.04
"967","ERIC",35,2015-06-25 08:30:00,25.2,68,948.01
"968","ERIC",35,2015-06-25 08:35:00,25.4,66,947.99
"969","ERIC",35,2015-06-25 08:40:00,25.7,65,947.91
"970","ERIC",35,2015-06-25 08:45:00,25.9,65,947.8
"971","ERIC",35,2015-06-25 08:50:00,26,64,947.9
"972","ERIC",35,2015-06-25 08:55:00,26.2,64,948.05
"973","ERIC",35,2015-06-25 09:00:00,26.3,63,948.07
"974","ERIC",35,2015-06-25 09:05:00,26.4,63,948.01
"975","ERIC",35,2015-06-25 09:10:00,26.7,63,948
"976","ERIC",35,2015-06-25 09:15:00,26.8,62,948.06
"977","ERIC",35,2015-06-25 09:20:00,27.1,62,948.12
"978","ERIC",35,2015-06-25 09:25:00,27,62,948.13
"979","ERIC",35,2015-06-25 09:30:00,27.2,61,948.07
"980","ERIC",35,2015-06-25 09:35:00,27.4,61,948.06
"981","ERIC",35,2015-06-25 09:40:00,27.4,61,948.07
"982","ERIC",35,2015-06-25 09:45:00,27.6,60,948.09
"983","ERIC",35,2015-06-25 09:50:00,27.9,60,948.05
"984","ERIC",35,2015-06-25 09:55:00,28,60,948.02
"985","ERIC",35,2015-06-25 10:00:00,28.1,59,948.01
"986","ERIC",35,2015-06-25 10:05:00,28.1,59,948.03
"987","ERIC",35,2015-06-25 10:10:00,28.2,59,947.99
"988","ERIC",35,2015-06-25 10:15:00,28.5,58,947.91
"989","ERIC",35,2015-06-25 10:20:00,29,58,947.85
"990","ERIC",35,2015-06-25 10:25:00,28.7,56,947.85
"991","ERIC",35,2015-06-25 10:30:00,28.8,57,947.77
"992","ERIC",35,2015-06-25 10:35:00,29.2,57,947.71
"993","ERIC",35,2015-06-25 10:40:00,29.3,56,947.67
"994","ERIC",35,2015-06-25 10:45:00,29.3,56,947.64
"995","ERIC",35,2015-06-25 10:50:00,29.5,56,947.62
"996","ERIC",35,2015-06-25 10:55:00,29.9,56,947.56
"997","ERIC",35,2015-06-25 11:00:00,29.8,53,947.52
"998","ERIC",35,2015-06-25 11:05:00,29.5,54,947.55
"999","ERIC",35,2015-06-25 11:10:00,29.8,53,947.57
"1000","ERIC",35,2015-06-25 11:15:00,29.9,53,947.6
"1001","ERIC",35,2015-06-25 11:20:00,30.1,54,947.58
"1002","ERIC",35,2015-06-25 11:25:00,30.1,53,947.59
"1003","ERIC",35,2015-06-25 11:30:00,30.3,54,947.6
"1004","ERIC",35,2015-06-25 11:35:00,30.6,54,947.61
"1005","ERIC",35,2015-06-25 11:40:00,30.5,52,947.59
"1006","ERIC",35,2015-06-25 11:45:00,30.9,51,947.55
"1007","ERIC",35,2015-06-25 11:50:00,30.6,52,947.49
"1008","ERIC",35,2015-06-25 11:55:00,30.8,51,947.44
"1009","ERIC",35,2015-06-25 12:00:00,31,50,947.39
"1010","ERIC",35,2015-06-25 12:05:00,30.8,50,947.38
"1011","ERIC",35,2015-06-25 12:10:00,30.5,51,947.42
"1012","ERIC",35,2015-06-25 12:15:00,30.7,51,947.38
"1013","ERIC",35,2015-06-25 12:20:00,31,51,947.33
"1014","ERIC",35,2015-06-25 12:25:00,31.1,50,947.34
"1015","ERIC",35,2015-06-25 12:30:00,31.1,50,947.32
"1016","ERIC",35,2015-06-25 12:35:00,30.9,49,947.31
"1017","ERIC",35,2015-06-25 12:40:00,31.2,49,947.27
"1018","ERIC",35,2015-06-25 12:45:00,31.5,49,947.11
"1019","ERIC",35,2015-06-25 12:50:00,31.5,48,947.07
"1020","ERIC",35,2015-06-25 12:55:00,31.4,49,947.02
"1021","ERIC",35,2015-06-25 13:00:00,31.4,49,947.02
"1022","ERIC",35,2015-06-25 13:05:00,31.2,48,946.96
"1023","ERIC",35,2015-06-25 13:10:00,31.6,48,946.95
"1024","ERIC",35,2015-06-25 13:15:00,31.7,50,946.9
"1025","ERIC",35,2015-06-25 13:20:00,32,49,946.83
"1026","ERIC",35,2015-06-25 13:25:00,31.7,47,946.8
"1027","ERIC",35,2015-06-25 13:30:00,31.8,47,946.75
"1028","ERIC",35,2015-06-25 13:35:00,31.9,47,946.73
"1029","ERIC",35,2015-06-25 13:40:00,31.8,47,946.67
"1030","ERIC",35,2015-06-25 13:45:00,31.7,47,946.68
"1031","ERIC",35,2015-06-25 13:50:00,31.9,48,946.66
"1032","ERIC",35,2015-06-25 13:55:00,32.5,47,946.65
"1033","ERIC",35,2015-06-25 14:00:00,31.9,46,946.59
"1034","ERIC",35,2015-06-25 14:05:00,32.1,47,946.55
"1035","ERIC",35,2015-06-25 14:10:00,32,47,946.49
"1036","ERIC",35,2015-06-25 14:15:00,32.5,45,946.46
"1037","ERIC",35,2015-06-25 14:20:00,32.3,45,946.38
"1038","ERIC",35,2015-06-25 14:25:00,32.1,46,946.28
"1039","ERIC",35,2015-06-25 14:30:00,32.2,45,946.23
"1040","ERIC",35,2015-06-25 14:35:00,32.2,44,946.17
"1041","ERIC",35,2015-06-25 14:40:00,32.4,45,946.12
"1042","ERIC",35,2015-06-25 14:45:00,32.8,43,946.06
"1043","ERIC",35,2015-06-25 14:50:00,32.7,44,946.02
"1044","ERIC",35,2015-06-25 14:55:00,32.5,44,945.95
"1045","ERIC",35,2015-06-25 15:00:00,32.1,44,945.91
"1046","ERIC",35,2015-06-25 15:05:00,32.3,44,945.85
"1047","ERIC",35,2015-06-25 15:10:00,32.7,43,945.79
"1048","ERIC",35,2015-06-25 15:15:00,32.4,45,945.76
"1049","ERIC",35,2015-06-25 15:20:00,32.6,45,945.7
"1050","ERIC",35,2015-06-25 15:25:00,32.4,44,945.67
"1051","ERIC",35,2015-06-25 15:30:00,32.3,43,945.57
"1052","ERIC",35,2015-06-25 15:35:00,32.4,44,945.53
"1053","ERIC",35,2015-06-25 15:40:00,32.4,43,945.47
"1054","ERIC",35,2015-06-25 15:45:00,32.4,43,945.45
"1055","ERIC",35,2015-06-25 15:50:00,32.8,42,945.38
"1056","ERIC",35,2015-06-25 15:55:00,32.8,42,945.33
"1057","ERIC",35,2015-06-25 16:00:00,32.7,43,945.29
"1058","ERIC",35,2015-06-25 16:05:00,32.5,42,945.25
"1059","ERIC",35,2015-06-25 16:10:00,32.9,42,945.18
"1060","ERIC",35,2015-06-25 16:15:00,32.6,42,945.1
"1061","ERIC",35,2015-06-25 16:20:00,32.7,42,945.06
"1062","ERIC",35,2015-06-25 16:25:00,32.5,42,945
"1063","ERIC",35,2015-06-25 16:30:00,32.5,42,944.94
"1064","ERIC",35,2015-06-25 16:35:00,32.7,42,944.87
"1065","ERIC",35,2015-06-25 16:40:00,32.7,41,944.84
"1066","ERIC",35,2015-06-25 16:45:00,32.8,41,944.74
"1067","ERIC",35,2015-06-25 16:50:00,32.6,41,944.75
"1068","ERIC",35,2015-06-25 16:55:00,32.9,42,944.73
"1069","ERIC",35,2015-06-25 17:00:00,32.8,40,944.67
"1070","ERIC",35,2015-06-25 17:05:00,32.7,41,944.61
"1071","ERIC",35,2015-06-25 17:10:00,32.9,41,944.5
"1072","ERIC",35,2015-06-25 17:15:00,32.8,40,944.52
"1073","ERIC",35,2015-06-25 17:20:00,32.7,41,944.5
"1074","ERIC",35,2015-06-25 17:25:00,32.8,42,944.42
"1075","ERIC",35,2015-06-25 17:30:00,32.9,41,944.34
"1076","ERIC",35,2015-06-25 17:35:00,32.9,42,944.32
"1077","ERIC",35,2015-06-25 17:40:00,32.7,40,944.27
"1078","ERIC",35,2015-06-25 17:45:00,32.9,42,944.24
"1079","ERIC",35,2015-06-25 17:50:00,32.7,40,944.19
"1080","ERIC",35,2015-06-25 17:55:00,32.7,40,944.07
"1081","ERIC",35,2015-06-25 18:00:00,32.7,40,943.95
"1082","ERIC",35,2015-06-25 18:05:00,32.6,40,943.86
"1083","ERIC",35,2015-06-25 18:10:00,32.6,41,943.83
"1084","ERIC",35,2015-06-25 18:15:00,32.6,40,943.8
"1085","ERIC",35,2015-06-25 18:20:00,32.6,42,943.72
"1086","ERIC",35,2015-06-25 18:25:00,32.5,41,943.6
"1087","ERIC",35,2015-06-25 18:30:00,32.4,42,943.51
"1088","ERIC",35,2015-06-25 18:35:00,32.2,41,943.47
"1089","ERIC",35,2015-06-25 18:40:00,32.3,42,943.46
"1090","ERIC",35,2015-06-25 18:45:00,32.3,41,943.45
"1091","ERIC",35,2015-06-25 18:50:00,32.2,42,943.42
"1092","ERIC",35,2015-06-25 18:55:00,32.1,43,943.39
"1093","ERIC",35,2015-06-25 19:00:00,32,44,943.38
"1094","ERIC",35,2015-06-25 19:05:00,31.9,44,943.39
"1095","ERIC",35,2015-06-25 19:10:00,31.8,44,943.35
"1096","ERIC",35,2015-06-25 19:15:00,31.6,45,943.33
"1097","ERIC",35,2015-06-25 19:20:00,31.2,47,943.32
"1098","ERIC",35,2015-06-25 19:25:00,31,48,943.33
"1099","ERIC",35,2015-06-25 19:30:00,31.3,47,943.4
"1100","ERIC",35,2015-06-25 19:35:00,31.2,46,943.39
"1101","ERIC",35,2015-06-25 19:40:00,31.1,46,943.33
"1102","ERIC",35,2015-06-25 19:45:00,31,47,943.36
"1103","ERIC",35,2015-06-25 19:50:00,30.8,47,943.37
"1104","ERIC",35,2015-06-25 19:55:00,30.6,48,943.39
"1105","ERIC",35,2015-06-25 20:00:00,30.4,49,943.36
"1106","ERIC",35,2015-06-25 20:05:00,30.1,50,943.33
"1107","ERIC",35,2015-06-25 20:10:00,30,50,943.29
"1108","ERIC",35,2015-06-25 20:15:00,29.6,51,943.23
"1109","ERIC",35,2015-06-25 20:20:00,29.3,53,943.21
"1110","ERIC",35,2015-06-25 20:25:00,29.1,53,943.27
"1111","ERIC",35,2015-06-25 20:30:00,28.9,54,943.31
"1112","ERIC",35,2015-06-25 20:35:00,28.7,54,943.36
"1113","ERIC",35,2015-06-25 20:40:00,28.1,56,943.45
"1114","ERIC",35,2015-06-25 20:45:00,27.9,58,943.42
"1115","ERIC",35,2015-06-25 20:50:00,27.5,59,943.43
"1116","ERIC",35,2015-06-25 20:55:00,27.1,61,943.46
"1117","ERIC",35,2015-06-25 21:00:00,26.9,62,943.56
"1118","ERIC",35,2015-06-25 21:05:00,26.7,63,943.65
"1119","ERIC",35,2015-06-25 21:10:00,26.4,64,943.72
"1120","ERIC",35,2015-06-25 21:15:00,26.1,66,943.75
"1121","ERIC",35,2015-06-25 21:20:00,26.1,66,943.77
"1122","ERIC",35,2015-06-25 21:25:00,26.1,66,943.78
"1123","ERIC",35,2015-06-25 21:30:00,26.2,66,943.81
"1124","ERIC",35,2015-06-25 21:35:00,26,66,943.89
"1125","ERIC",35,2015-06-25 21:40:00,26,66,943.89
"1126","ERIC",35,2015-06-25 21:45:00,25.9,67,943.89
"1127","ERIC",35,2015-06-25 21:50:00,25.8,67,943.92
"1128","ERIC",35,2015-06-25 21:55:00,25.6,68,943.89
"1129","ERIC",35,2015-06-25 22:00:00,25.8,68,943.95
"1130","ERIC",35,2015-06-25 22:05:00,25.7,68,943.98
"1131","ERIC",35,2015-06-25 22:10:00,25.8,68,944
"1132","ERIC",35,2015-06-25 22:15:00,26,67,944.07
"1133","ERIC",35,2015-06-25 22:20:00,26.3,66,944.17
"1134","ERIC",35,2015-06-25 22:25:00,26.4,65,944.26
"1135","ERIC",35,2015-06-25 22:30:00,26.2,65,944.31
"1136","ERIC",35,2015-06-25 22:35:00,26.1,66,944.31
"1137","ERIC",35,2015-06-25 22:40:00,26,67,944.39
"1138","ERIC",35,2015-06-25 22:45:00,25.9,67,944.57
"1139","ERIC",35,2015-06-25 22:50:00,26,67,944.59
"1140","ERIC",35,2015-06-25 22:55:00,26,67,944.67
"1141","ERIC",35,2015-06-25 23:00:00,26,67,944.74
"1142","ERIC",35,2015-06-25 23:05:00,26.1,67,944.67
"1143","ERIC",35,2015-06-25 23:10:00,26.3,65,944.64
"1144","ERIC",35,2015-06-25 23:15:00,26.2,65,944.66
"1145","ERIC",35,2015-06-25 23:20:00,26.1,66,944.67
"1146","ERIC",35,2015-06-25 23:25:00,26,66,944.56
"1147","ERIC",35,2015-06-25 23:30:00,25.9,66,944.62
"1148","ERIC",35,2015-06-25 23:35:00,25.8,66,944.73
"1149","ERIC",35,2015-06-25 23:40:00,25.8,67,944.75
"1150","ERIC",35,2015-06-25 23:45:00,25.6,67,944.81
"1151","ERIC",35,2015-06-25 23:50:00,25.5,68,944.86
"1152","ERIC",35,2015-06-25 23:55:00,25.4,68,944.83
