"","STID","STNM","TIME","TAIR","RELH","PRES"
"65","ERIC",35,2015-06-22 05:20:00,21.3,93,944.78
"66","ERIC",35,2015-06-22 05:25:00,21.3,93,944.75
"67","ERIC",35,2015-06-22 05:30:00,21.4,93,944.75
"68","ERIC",35,2015-06-22 05:35:00,21.4,93,944.75
"69","ERIC",35,2015-06-22 05:40:00,21.4,93,944.8
"70","ERIC",35,2015-06-22 05:45:00,21.4,93,944.83
"71","ERIC",35,2015-06-22 05:50:00,21.5,93,944.86
"72","ERIC",35,2015-06-22 05:55:00,21.4,93,944.93
"73","ERIC",35,2015-06-22 06:00:00,21.3,93,945.01
"74","ERIC",35,2015-06-22 06:05:00,21.2,94,945.04
"75","ERIC",35,2015-06-22 06:10:00,21.1,94,945.04
"76","ERIC",35,2015-06-22 06:15:00,21,94,945.04
"77","ERIC",35,2015-06-22 06:20:00,21,95,945.07
"78","ERIC",35,2015-06-22 06:25:00,21,95,945.11
"79","ERIC",35,2015-06-22 06:30:00,21.1,95,945.15
"80","ERIC",35,2015-06-22 06:35:00,21,95,945.15
"81","ERIC",35,2015-06-22 06:40:00,21,95,945.18
"82","ERIC",35,2015-06-22 06:45:00,21,95,945.22
"83","ERIC",35,2015-06-22 06:50:00,21.1,95,945.28
"84","ERIC",35,2015-06-22 06:55:00,21.1,95,945.31
"85","ERIC",35,2015-06-22 07:00:00,21.2,94,945.34
"86","ERIC",35,2015-06-22 07:05:00,21.3,94,945.38
"87","ERIC",35,2015-06-22 07:10:00,21.4,94,945.43
"88","ERIC",35,2015-06-22 07:15:00,21.5,94,945.35
"89","ERIC",35,2015-06-22 07:20:00,21.7,93,945.36
"90","ERIC",35,2015-06-22 07:25:00,21.9,92,945.4
"91","ERIC",35,2015-06-22 07:30:00,22,92,945.45
"92","ERIC",35,2015-06-22 07:35:00,22.2,91,945.47
"93","ERIC",35,2015-06-22 07:40:00,22.4,90,945.5
"94","ERIC",35,2015-06-22 07:45:00,22.6,90,945.52
"95","ERIC",35,2015-06-22 07:50:00,22.7,89,945.51
"96","ERIC",35,2015-06-22 07:55:00,22.8,89,945.53
"97","ERIC",35,2015-06-22 08:00:00,22.9,88,945.56
"98","ERIC",35,2015-06-22 08:05:00,23,88,945.55
"99","ERIC",35,2015-06-22 08:10:00,23.2,87,945.57
"100","ERIC",35,2015-06-22 08:15:00,23.4,87,945.57
"101","ERIC",35,2015-06-22 08:20:00,23.6,86,945.51
"102","ERIC",35,2015-06-22 08:25:00,23.8,85,945.47
"103","ERIC",35,2015-06-22 08:30:00,23.8,84,945.47
"104","ERIC",35,2015-06-22 08:35:00,24,84,945.54
"105","ERIC",35,2015-06-22 08:40:00,24.2,83,945.53
"106","ERIC",35,2015-06-22 08:45:00,24.3,82,945.47
"107","ERIC",35,2015-06-22 08:50:00,24.4,82,945.5
"108","ERIC",35,2015-06-22 08:55:00,24.6,81,945.52
"109","ERIC",35,2015-06-22 09:00:00,24.7,81,945.53
"110","ERIC",35,2015-06-22 09:05:00,24.9,80,945.58
"111","ERIC",35,2015-06-22 09:10:00,24.9,80,945.65
"112","ERIC",35,2015-06-22 09:15:00,25,79,945.73
"113","ERIC",35,2015-06-22 09:20:00,25.3,79,945.76
"114","ERIC",35,2015-06-22 09:25:00,25.4,77,945.86
"115","ERIC",35,2015-06-22 09:30:00,25.6,76,945.89
"116","ERIC",35,2015-06-22 09:35:00,25.8,76,945.89
"117","ERIC",35,2015-06-22 09:40:00,25.8,75,945.88
"118","ERIC",35,2015-06-22 09:45:00,25.9,75,945.83
"119","ERIC",35,2015-06-22 09:50:00,26.2,75,945.83
"120","ERIC",35,2015-06-22 09:55:00,26,74,945.91
"121","ERIC",35,2015-06-22 10:00:00,26.3,74,946.01
"122","ERIC",35,2015-06-22 10:05:00,26.4,72,946.01
"123","ERIC",35,2015-06-22 10:10:00,26.6,72,945.98
"124","ERIC",35,2015-06-22 10:15:00,26.7,72,945.92
"125","ERIC",35,2015-06-22 10:20:00,26.9,71,945.81
"126","ERIC",35,2015-06-22 10:25:00,27,69,945.73
"127","ERIC",35,2015-06-22 10:30:00,27,69,945.82
"128","ERIC",35,2015-06-22 10:35:00,27,70,945.87
"129","ERIC",35,2015-06-22 10:40:00,27.3,69,945.86
"130","ERIC",35,2015-06-22 10:45:00,27.3,68,945.81
"131","ERIC",35,2015-06-22 10:50:00,27.7,68,945.79
"132","ERIC",35,2015-06-22 10:55:00,27.7,68,945.82
"133","ERIC",35,2015-06-22 11:00:00,27.6,67,945.85
"134","ERIC",35,2015-06-22 11:05:00,27.9,67,945.91
"135","ERIC",35,2015-06-22 11:10:00,28,66,945.94
"136","ERIC",35,2015-06-22 11:15:00,28,67,945.9
"137","ERIC",35,2015-06-22 11:20:00,28.4,67,945.8
"138","ERIC",35,2015-06-22 11:25:00,28.5,66,945.74
"139","ERIC",35,2015-06-22 11:30:00,28.3,66,945.74
"140","ERIC",35,2015-06-22 11:35:00,28.5,65,945.74
"141","ERIC",35,2015-06-22 11:40:00,28.6,66,945.75
"142","ERIC",35,2015-06-22 11:45:00,28.5,65,945.69
"143","ERIC",35,2015-06-22 11:50:00,28.6,66,945.74
"144","ERIC",35,2015-06-22 11:55:00,28.6,65,945.81
"145","ERIC",35,2015-06-22 12:00:00,28.4,65,945.76
"146","ERIC",35,2015-06-22 12:05:00,28.5,64,945.73
"147","ERIC",35,2015-06-22 12:10:00,28.9,64,945.8
"148","ERIC",35,2015-06-22 12:15:00,28.8,62,945.81
"149","ERIC",35,2015-06-22 12:20:00,29,63,945.8
"150","ERIC",35,2015-06-22 12:25:00,29,63,945.85
"151","ERIC",35,2015-06-22 12:30:00,29.2,63,945.92
"152","ERIC",35,2015-06-22 12:35:00,29.1,62,945.95
"153","ERIC",35,2015-06-22 12:40:00,28.9,62,945.98
"154","ERIC",35,2015-06-22 12:45:00,28.9,62,946.01
"155","ERIC",35,2015-06-22 12:50:00,29.3,62,946.08
"156","ERIC",35,2015-06-22 12:55:00,29.4,61,946.07
"157","ERIC",35,2015-06-22 13:00:00,29.6,59,946.08
"158","ERIC",35,2015-06-22 13:05:00,29.2,58,946.05
"159","ERIC",35,2015-06-22 13:10:00,29.6,58,946.06
"160","ERIC",35,2015-06-22 13:15:00,29.6,58,946.02
"161","ERIC",35,2015-06-22 13:20:00,29.6,57,945.92
"162","ERIC",35,2015-06-22 13:25:00,29.7,57,945.87
"163","ERIC",35,2015-06-22 13:30:00,30.1,56,945.78
"164","ERIC",35,2015-06-22 13:35:00,29.7,56,945.73
"165","ERIC",35,2015-06-22 13:40:00,29.8,56,945.72
"166","ERIC",35,2015-06-22 13:45:00,30.2,57,945.86
"167","ERIC",35,2015-06-22 13:50:00,30.2,55,945.92
"168","ERIC",35,2015-06-22 13:55:00,30.3,55,945.86
"169","ERIC",35,2015-06-22 14:00:00,30.3,55,945.72
"170","ERIC",35,2015-06-22 14:05:00,30.4,55,945.61
"171","ERIC",35,2015-06-22 14:10:00,30.4,54,945.46
"172","ERIC",35,2015-06-22 14:15:00,30.5,54,945.36
"173","ERIC",35,2015-06-22 14:20:00,30.4,53,945.36
"174","ERIC",35,2015-06-22 14:25:00,30.7,53,945.38
"175","ERIC",35,2015-06-22 14:30:00,30.7,53,945.33
"176","ERIC",35,2015-06-22 14:35:00,30.7,53,945.3
"177","ERIC",35,2015-06-22 14:40:00,30.7,53,945.16
"178","ERIC",35,2015-06-22 14:45:00,30.7,51,945.07
"179","ERIC",35,2015-06-22 14:50:00,30.9,51,945.05
"180","ERIC",35,2015-06-22 14:55:00,30.8,51,945.02
"181","ERIC",35,2015-06-22 15:00:00,31,51,944.98
"182","ERIC",35,2015-06-22 15:05:00,30.8,51,945
"183","ERIC",35,2015-06-22 15:10:00,31.2,51,944.92
"184","ERIC",35,2015-06-22 15:15:00,31,51,944.91
"185","ERIC",35,2015-06-22 15:20:00,31.3,50,944.93
"186","ERIC",35,2015-06-22 15:25:00,31.1,49,944.97
"187","ERIC",35,2015-06-22 15:30:00,31,50,944.93
"188","ERIC",35,2015-06-22 15:35:00,31.1,51,944.91
"189","ERIC",35,2015-06-22 15:40:00,31.1,51,944.83
"190","ERIC",35,2015-06-22 15:45:00,31.2,51,944.79
"191","ERIC",35,2015-06-22 15:50:00,31.3,51,944.78
"192","ERIC",35,2015-06-22 15:55:00,31.1,50,944.76
"193","ERIC",35,2015-06-22 16:00:00,31.4,50,944.81
"194","ERIC",35,2015-06-22 16:05:00,31.3,48,944.81
"195","ERIC",35,2015-06-22 16:10:00,31.4,50,944.82
"196","ERIC",35,2015-06-22 16:15:00,31.2,50,944.81
"197","ERIC",35,2015-06-22 16:20:00,31.4,49,944.79
"198","ERIC",35,2015-06-22 16:25:00,31.2,49,944.73
"199","ERIC",35,2015-06-22 16:30:00,31.1,48,944.68
"200","ERIC",35,2015-06-22 16:35:00,31.2,49,944.69
"201","ERIC",35,2015-06-22 16:40:00,31.2,49,944.71
"202","ERIC",35,2015-06-22 16:45:00,31.2,49,944.59
"203","ERIC",35,2015-06-22 16:50:00,31.2,50,944.55
"204","ERIC",35,2015-06-22 16:55:00,31.6,49,944.55
"205","ERIC",35,2015-06-22 17:00:00,31.5,48,944.5
"206","ERIC",35,2015-06-22 17:05:00,31.6,50,944.53
"207","ERIC",35,2015-06-22 17:10:00,31.3,49,944.59
"208","ERIC",35,2015-06-22 17:15:00,31.4,49,944.58
"209","ERIC",35,2015-06-22 17:20:00,31.4,49,944.46
"210","ERIC",35,2015-06-22 17:25:00,31.5,49,944.51
"211","ERIC",35,2015-06-22 17:30:00,31.4,50,944.66
"212","ERIC",35,2015-06-22 17:35:00,31.3,50,944.65
"213","ERIC",35,2015-06-22 17:40:00,31.2,49,944.51
"214","ERIC",35,2015-06-22 17:45:00,31.3,50,944.52
"215","ERIC",35,2015-06-22 17:50:00,31.3,49,944.52
"216","ERIC",35,2015-06-22 17:55:00,31.2,49,944.55
"217","ERIC",35,2015-06-22 18:00:00,31.2,48,944.53
"218","ERIC",35,2015-06-22 18:05:00,31.3,49,944.61
"219","ERIC",35,2015-06-22 18:10:00,31.2,50,944.58
"220","ERIC",35,2015-06-22 18:15:00,31.2,50,944.53
"221","ERIC",35,2015-06-22 18:20:00,31.1,50,944.49
"222","ERIC",35,2015-06-22 18:25:00,31.1,48,944.45
"223","ERIC",35,2015-06-22 18:30:00,31,48,944.48
"224","ERIC",35,2015-06-22 18:35:00,31,49,944.5
"225","ERIC",35,2015-06-22 18:40:00,30.9,49,944.44
"226","ERIC",35,2015-06-22 18:45:00,30.8,49,944.43
"227","ERIC",35,2015-06-22 18:50:00,30.8,50,944.47
"228","ERIC",35,2015-06-22 18:55:00,30.7,49,944.43
"229","ERIC",35,2015-06-22 19:00:00,30.6,50,944.48
"230","ERIC",35,2015-06-22 19:05:00,30.6,50,944.5
"231","ERIC",35,2015-06-22 19:10:00,30.5,49,944.51
"232","ERIC",35,2015-06-22 19:15:00,30.4,49,944.57
"233","ERIC",35,2015-06-22 19:20:00,30.3,50,944.62
"234","ERIC",35,2015-06-22 19:25:00,30.3,49,944.66
"235","ERIC",35,2015-06-22 19:30:00,30.1,50,944.71
"236","ERIC",35,2015-06-22 19:35:00,29.9,51,944.81
"237","ERIC",35,2015-06-22 19:40:00,29.9,51,944.92
"238","ERIC",35,2015-06-22 19:45:00,29.7,52,945.01
"239","ERIC",35,2015-06-22 19:50:00,29.5,52,945.01
"240","ERIC",35,2015-06-22 19:55:00,29.4,52,944.99
"241","ERIC",35,2015-06-22 20:00:00,29.2,53,945.03
"242","ERIC",35,2015-06-22 20:05:00,29,54,945.1
"243","ERIC",35,2015-06-22 20:10:00,28.8,55,945.15
"244","ERIC",35,2015-06-22 20:15:00,28.6,56,945.21
"245","ERIC",35,2015-06-22 20:20:00,28.3,57,945.25
"246","ERIC",35,2015-06-22 20:25:00,28,58,945.31
"247","ERIC",35,2015-06-22 20:30:00,27.7,60,945.32
"248","ERIC",35,2015-06-22 20:35:00,27.4,61,945.3
"249","ERIC",35,2015-06-22 20:40:00,27.1,62,945.35
"250","ERIC",35,2015-06-22 20:45:00,26.9,63,945.38
"251","ERIC",35,2015-06-22 20:50:00,26.8,63,945.39
"252","ERIC",35,2015-06-22 20:55:00,26.6,64,945.39
"253","ERIC",35,2015-06-22 21:00:00,26.4,64,945.38
"254","ERIC",35,2015-06-22 21:05:00,26.1,65,945.4
"255","ERIC",35,2015-06-22 21:10:00,25.9,66,945.43
"256","ERIC",35,2015-06-22 21:15:00,25.7,67,945.45
"257","ERIC",35,2015-06-22 21:20:00,25.4,67,945.49
"258","ERIC",35,2015-06-22 21:25:00,25.3,68,945.56
"259","ERIC",35,2015-06-22 21:30:00,25.1,68,945.63
"260","ERIC",35,2015-06-22 21:35:00,24.9,69,945.7
"261","ERIC",35,2015-06-22 21:40:00,24.7,70,945.79
"262","ERIC",35,2015-06-22 21:45:00,24.2,72,945.89
"263","ERIC",35,2015-06-22 21:50:00,24.1,73,945.95
"264","ERIC",35,2015-06-22 21:55:00,24,74,946.01
"265","ERIC",35,2015-06-22 22:00:00,23.6,75,946.1
"266","ERIC",35,2015-06-22 22:05:00,23.3,77,946.19
"267","ERIC",35,2015-06-22 22:10:00,23.3,77,946.24
"268","ERIC",35,2015-06-22 22:15:00,23.1,78,946.26
"269","ERIC",35,2015-06-22 22:20:00,23,79,946.31
"270","ERIC",35,2015-06-22 22:25:00,23,79,946.36
"271","ERIC",35,2015-06-22 22:30:00,23,78,946.43
"272","ERIC",35,2015-06-22 22:35:00,23,78,946.58
"273","ERIC",35,2015-06-22 22:40:00,23,78,946.67
"274","ERIC",35,2015-06-22 22:45:00,23.1,78,946.73
"275","ERIC",35,2015-06-22 22:50:00,23.1,77,946.84
"276","ERIC",35,2015-06-22 22:55:00,23.3,76,946.97
"277","ERIC",35,2015-06-22 23:00:00,23.5,75,947.09
"278","ERIC",35,2015-06-22 23:05:00,23.7,73,947.21
"279","ERIC",35,2015-06-22 23:10:00,23.8,72,947.33
"280","ERIC",35,2015-06-22 23:15:00,23.9,71,947.45
"281","ERIC",35,2015-06-22 23:20:00,24.2,70,947.49
"282","ERIC",35,2015-06-22 23:25:00,24.3,69,947.51
"283","ERIC",35,2015-06-22 23:30:00,24.3,68,947.49
"284","ERIC",35,2015-06-22 23:35:00,24.4,68,947.55
"285","ERIC",35,2015-06-22 23:40:00,24.3,68,947.64
"286","ERIC",35,2015-06-22 23:45:00,24.2,68,947.69
"287","ERIC",35,2015-06-22 23:50:00,24.1,69,947.69
"288","ERIC",35,2015-06-22 23:55:00,24.1,69,947.7
