"","STID","STNM","TIME","TAIR","RELH","PRES"
"398","ERIC",35,2015-06-23 09:05:00,24.5,64,950.9
"399","ERIC",35,2015-06-23 09:10:00,24.7,63,950.94
"400","ERIC",35,2015-06-23 09:15:00,25,63,951
"401","ERIC",35,2015-06-23 09:20:00,25.1,61,951.04
"402","ERIC",35,2015-06-23 09:25:00,25.2,60,951.03
"403","ERIC",35,2015-06-23 09:30:00,25.5,59,951.1
"404","ERIC",35,2015-06-23 09:35:00,25.6,58,951.13
"405","ERIC",35,2015-06-23 09:40:00,25.7,57,951.14
"406","ERIC",35,2015-06-23 09:45:00,25.8,57,951.14
"407","ERIC",35,2015-06-23 09:50:00,26.3,56,951.18
"408","ERIC",35,2015-06-23 09:55:00,26.5,55,951.17
"409","ERIC",35,2015-06-23 10:00:00,26.6,54,951.19
"410","ERIC",35,2015-06-23 10:05:00,26.6,55,951.2
"411","ERIC",35,2015-06-23 10:10:00,26.7,55,951.19
"412","ERIC",35,2015-06-23 10:15:00,26.7,56,951.17
"413","ERIC",35,2015-06-23 10:20:00,27.1,55,951.08
"414","ERIC",35,2015-06-23 10:25:00,27,55,951.06
"415","ERIC",35,2015-06-23 10:30:00,27.1,55,951.09
"416","ERIC",35,2015-06-23 10:35:00,27.2,55,951.07
"417","ERIC",35,2015-06-23 10:40:00,27.2,54,951.05
"418","ERIC",35,2015-06-23 10:45:00,27.5,54,951.04
"419","ERIC",35,2015-06-23 10:50:00,27.6,54,951.05
"420","ERIC",35,2015-06-23 10:55:00,27.8,54,951.06
"421","ERIC",35,2015-06-23 11:00:00,28,54,951.09
"422","ERIC",35,2015-06-23 11:05:00,28.1,53,951.07
"423","ERIC",35,2015-06-23 11:10:00,27.9,53,951.07
"424","ERIC",35,2015-06-23 11:15:00,28.2,53,951.07
"425","ERIC",35,2015-06-23 11:20:00,28.2,53,951.09
"426","ERIC",35,2015-06-23 11:25:00,28.3,53,951.06
"427","ERIC",35,2015-06-23 11:30:00,28.4,52,951.05
"428","ERIC",35,2015-06-23 11:35:00,28.4,50,951.04
"429","ERIC",35,2015-06-23 11:40:00,28.4,50,951.02
"430","ERIC",35,2015-06-23 11:45:00,28.5,50,951.04
"431","ERIC",35,2015-06-23 11:50:00,28.5,50,951.02
"432","ERIC",35,2015-06-23 11:55:00,28.7,51,950.97
"433","ERIC",35,2015-06-23 12:00:00,28.6,51,950.94
"434","ERIC",35,2015-06-23 12:05:00,28.8,51,950.94
"435","ERIC",35,2015-06-23 12:10:00,28.8,51,950.91
"436","ERIC",35,2015-06-23 12:15:00,28.6,52,950.89
"437","ERIC",35,2015-06-23 12:20:00,29.2,51,950.87
"438","ERIC",35,2015-06-23 12:25:00,29.2,52,950.78
"439","ERIC",35,2015-06-23 12:30:00,29.4,52,950.72
"440","ERIC",35,2015-06-23 12:35:00,29.6,51,950.71
"441","ERIC",35,2015-06-23 12:40:00,29.6,50,950.69
"442","ERIC",35,2015-06-23 12:45:00,29.6,51,950.65
"443","ERIC",35,2015-06-23 12:50:00,29.8,51,950.64
"444","ERIC",35,2015-06-23 12:55:00,29.7,51,950.66
"445","ERIC",35,2015-06-23 13:00:00,29.5,52,950.67
"446","ERIC",35,2015-06-23 13:05:00,29.6,52,950.67
"447","ERIC",35,2015-06-23 13:10:00,30,52,950.68
"448","ERIC",35,2015-06-23 13:15:00,30.1,52,950.62
"449","ERIC",35,2015-06-23 13:20:00,30,52,950.62
"450","ERIC",35,2015-06-23 13:25:00,30.3,52,950.55
"451","ERIC",35,2015-06-23 13:30:00,30.2,51,950.52
"452","ERIC",35,2015-06-23 13:35:00,30.3,50,950.49
"453","ERIC",35,2015-06-23 13:40:00,30.1,50,950.44
"454","ERIC",35,2015-06-23 13:45:00,30.5,51,950.43
"455","ERIC",35,2015-06-23 13:50:00,30.7,49,950.38
"456","ERIC",35,2015-06-23 13:55:00,30.7,48,950.29
"457","ERIC",35,2015-06-23 14:00:00,30.8,49,950.27
"458","ERIC",35,2015-06-23 14:05:00,30.5,48,950.23
"459","ERIC",35,2015-06-23 14:10:00,30.8,49,950.23
"460","ERIC",35,2015-06-23 14:15:00,30.7,48,950.17
"461","ERIC",35,2015-06-23 14:20:00,30.5,46,950.05
"462","ERIC",35,2015-06-23 14:25:00,30.9,47,949.95
"463","ERIC",35,2015-06-23 14:30:00,30.8,46,949.92
"464","ERIC",35,2015-06-23 14:35:00,31.1,46,949.87
"465","ERIC",35,2015-06-23 14:40:00,31,46,949.86
"466","ERIC",35,2015-06-23 14:45:00,31.3,45,949.82
"467","ERIC",35,2015-06-23 14:50:00,30.9,44,949.77
"468","ERIC",35,2015-06-23 14:55:00,31.1,46,949.74
"469","ERIC",35,2015-06-23 15:00:00,31.4,45,949.71
"470","ERIC",35,2015-06-23 15:05:00,31.4,43,949.66
"471","ERIC",35,2015-06-23 15:10:00,31.7,43,949.59
"472","ERIC",35,2015-06-23 15:15:00,31.4,42,949.57
"473","ERIC",35,2015-06-23 15:20:00,31.7,42,949.53
"474","ERIC",35,2015-06-23 15:25:00,31.5,42,949.45
"475","ERIC",35,2015-06-23 15:30:00,31.7,42,949.4
"476","ERIC",35,2015-06-23 15:35:00,31.9,41,949.31
"477","ERIC",35,2015-06-23 15:40:00,31.9,41,949.26
"478","ERIC",35,2015-06-23 15:45:00,31.9,43,949.24
"479","ERIC",35,2015-06-23 15:50:00,31.8,42,949.19
"480","ERIC",35,2015-06-23 15:55:00,31.8,41,949.16
"481","ERIC",35,2015-06-23 16:00:00,31.8,42,949.12
"482","ERIC",35,2015-06-23 16:05:00,31.9,42,949.07
"483","ERIC",35,2015-06-23 16:10:00,31.8,41,949.02
"484","ERIC",35,2015-06-23 16:15:00,31.8,41,948.95
"485","ERIC",35,2015-06-23 16:20:00,31.9,42,948.95
"486","ERIC",35,2015-06-23 16:25:00,31.8,41,948.91
"487","ERIC",35,2015-06-23 16:30:00,31.9,44,948.89
"488","ERIC",35,2015-06-23 16:35:00,32.1,40,948.86
"489","ERIC",35,2015-06-23 16:40:00,32.2,40,948.84
"490","ERIC",35,2015-06-23 16:45:00,31.8,41,948.77
"491","ERIC",35,2015-06-23 16:50:00,31.7,43,948.71
"492","ERIC",35,2015-06-23 16:55:00,32,43,948.63
"493","ERIC",35,2015-06-23 17:00:00,31.8,42,948.57
"494","ERIC",35,2015-06-23 17:05:00,32,42,948.56
"495","ERIC",35,2015-06-23 17:10:00,31.8,42,948.58
"496","ERIC",35,2015-06-23 17:15:00,31.9,43,948.53
"497","ERIC",35,2015-06-23 17:20:00,31.9,42,948.46
"498","ERIC",35,2015-06-23 17:25:00,32,42,948.44
"499","ERIC",35,2015-06-23 17:30:00,31.8,41,948.45
"500","ERIC",35,2015-06-23 17:35:00,31.8,42,948.37
"501","ERIC",35,2015-06-23 17:40:00,31.8,41,948.27
"502","ERIC",35,2015-06-23 17:45:00,31.8,41,948.24
"503","ERIC",35,2015-06-23 17:50:00,31.9,41,948.22
"504","ERIC",35,2015-06-23 17:55:00,31.9,42,948.21
"505","ERIC",35,2015-06-23 18:00:00,31.9,40,948.16
"506","ERIC",35,2015-06-23 18:05:00,31.8,40,948.12
"507","ERIC",35,2015-06-23 18:10:00,31.8,40,948.03
"508","ERIC",35,2015-06-23 18:15:00,31.8,42,947.98
"509","ERIC",35,2015-06-23 18:20:00,31.7,41,947.92
"510","ERIC",35,2015-06-23 18:25:00,31.8,41,947.89
"511","ERIC",35,2015-06-23 18:30:00,31.6,43,947.88
"512","ERIC",35,2015-06-23 18:35:00,31.6,42,947.87
"513","ERIC",35,2015-06-23 18:40:00,31.5,41,947.88
"514","ERIC",35,2015-06-23 18:45:00,31.4,42,947.85
"515","ERIC",35,2015-06-23 18:50:00,31.4,42,947.79
"516","ERIC",35,2015-06-23 18:55:00,31.2,43,947.78
"517","ERIC",35,2015-06-23 19:00:00,31.2,43,947.76
"518","ERIC",35,2015-06-23 19:05:00,31.1,44,947.77
"519","ERIC",35,2015-06-23 19:10:00,31,44,947.78
"520","ERIC",35,2015-06-23 19:15:00,30.8,45,947.76
"521","ERIC",35,2015-06-23 19:20:00,30.8,43,947.71
"522","ERIC",35,2015-06-23 19:25:00,30.6,44,947.73
"523","ERIC",35,2015-06-23 19:30:00,30.4,45,947.76
"524","ERIC",35,2015-06-23 19:35:00,30.3,46,947.8
"525","ERIC",35,2015-06-23 19:40:00,30.1,48,947.84
"526","ERIC",35,2015-06-23 19:45:00,30,48,947.89
"527","ERIC",35,2015-06-23 19:50:00,29.7,48,947.95
"528","ERIC",35,2015-06-23 19:55:00,29.5,48,947.97
"529","ERIC",35,2015-06-23 20:00:00,29.2,49,948.03
"530","ERIC",35,2015-06-23 20:05:00,29,50,948.08
"531","ERIC",35,2015-06-23 20:10:00,28.7,51,948.11
"532","ERIC",35,2015-06-23 20:15:00,28.3,53,948.14
"533","ERIC",35,2015-06-23 20:20:00,28,55,948.21
"534","ERIC",35,2015-06-23 20:25:00,27.7,56,948.28
"535","ERIC",35,2015-06-23 20:30:00,27.5,57,948.37
"536","ERIC",35,2015-06-23 20:35:00,27,59,948.42
"537","ERIC",35,2015-06-23 20:40:00,26.7,61,948.43
"538","ERIC",35,2015-06-23 20:45:00,26.5,62,948.41
"539","ERIC",35,2015-06-23 20:50:00,26.4,63,948.39
"540","ERIC",35,2015-06-23 20:55:00,26.4,63,948.39
"541","ERIC",35,2015-06-23 21:00:00,26.4,62,948.42
"542","ERIC",35,2015-06-23 21:05:00,26.2,62,948.46
"543","ERIC",35,2015-06-23 21:10:00,26.1,62,948.46
"544","ERIC",35,2015-06-23 21:15:00,25.8,63,948.51
"545","ERIC",35,2015-06-23 21:20:00,25.6,64,948.57
"546","ERIC",35,2015-06-23 21:25:00,25.4,64,948.57
"547","ERIC",35,2015-06-23 21:30:00,25.3,65,948.56
"548","ERIC",35,2015-06-23 21:35:00,25.2,65,948.61
"549","ERIC",35,2015-06-23 21:40:00,25.3,65,948.62
"550","ERIC",35,2015-06-23 21:45:00,25.2,65,948.62
"551","ERIC",35,2015-06-23 21:50:00,25.5,64,948.68
"552","ERIC",35,2015-06-23 21:55:00,25.6,63,948.73
"553","ERIC",35,2015-06-23 22:00:00,25.5,64,948.79
"554","ERIC",35,2015-06-23 22:05:00,25.4,65,948.86
"555","ERIC",35,2015-06-23 22:10:00,25.4,65,948.9
"556","ERIC",35,2015-06-23 22:15:00,25.5,66,949
"557","ERIC",35,2015-06-23 22:20:00,25.5,66,949.09
"558","ERIC",35,2015-06-23 22:25:00,25.3,67,949.15
"559","ERIC",35,2015-06-23 22:30:00,25.3,67,949.22
"560","ERIC",35,2015-06-23 22:35:00,25.3,67,949.32
"561","ERIC",35,2015-06-23 22:40:00,25.3,68,949.42
"562","ERIC",35,2015-06-23 22:45:00,25.2,68,949.5
"563","ERIC",35,2015-06-23 22:50:00,25.1,69,949.54
"564","ERIC",35,2015-06-23 22:55:00,25,69,949.58
"565","ERIC",35,2015-06-23 23:00:00,24.9,70,949.68
"566","ERIC",35,2015-06-23 23:05:00,24.8,71,949.74
"567","ERIC",35,2015-06-23 23:10:00,24.6,72,949.79
"568","ERIC",35,2015-06-23 23:15:00,24.6,72,949.82
"569","ERIC",35,2015-06-23 23:20:00,24.5,73,949.83
"570","ERIC",35,2015-06-23 23:25:00,24.5,73,949.81
"571","ERIC",35,2015-06-23 23:30:00,24.5,73,949.82
"572","ERIC",35,2015-06-23 23:35:00,24.4,74,949.85
"573","ERIC",35,2015-06-23 23:40:00,24.4,74,949.92
"574","ERIC",35,2015-06-23 23:45:00,24.4,74,949.97
"575","ERIC",35,2015-06-23 23:50:00,24.3,75,950.02
"576","ERIC",35,2015-06-23 23:55:00,24.2,75,950.06
