"";"x";"y"
"1";29,9494327910959;0,356556167059055
"2";30,0260416666667;0,522525114120685
"3";29,9111283533105;0,92559255698464
"4";31,0219570490868;0,522525114120685
"5";35,1205318921233;0,498815264540452
"6";34,890705265411;0,546234963700917
"7";35,0056185787671;0,807043309083479
"8";34,9290097031964;0,949302406564873
"9";34,890705265411;0,973012256145105
"10";34,9290097031964;1,1152713536265
"11";36,0015339611872;0,56994481328115
"12";36,0398383989726;1,30495015026836
"13";38,9126712328767;0,759623609923012
"14";38,9892801084475;2,18221458473697
"15";40,0618043664384;0,92559255698464
"16";40,0618043664384;1,06785165446604
"17";39,9851954908676;1,2575304511079
"18";39,831977739726;1,49462894691023
"19";40,1001088042238;1,49462894691023
"20";39,9085866152968;1,68430774355209
"21";39,9085866152968;1,89769638977418
"22";39,9085866152968;1,99253578809511
"23";39,9085866152968;2,11108503599628
"24";39,9085866152968;2,3481835317986
"25";39,9085866152968;2,46673277969977
"26";39,831977739726;2,65641157634163
"27";40,8278931221461;2,20592443431721
"28";41,9770262557078;1,77914714187302
"29";41,8238085045662;2,06366533683581
"30";41,900417380137;2,51415247886023
"31";41,900417380137;2,75125097466256
"32";42,0153306934932;2,86980022256372
"33";42,1685484446347;2,86980022256372
"34";41,9770262557078;2,96463962088465
"35";41,8238085045662;3,41512676290907
"36";41,9770262557078;4,03158285199513
"37";42,8580283247717;1,99253578809511
"38";44,0071614583333;2,3481835317986
"39";43,8922481449772;2,94092977130442
"40";44,0071614583333;3,29657751500791
"41";43,8922481449772;4,67174879066141
"42";44,8115546518265;3,43883661248931
"43";45,0030768407534;3,6522252587114
"44";44,8115546518265;3,93674345367419
"45";45,9223833476028;3,91303360409396
"46";44,0454658961187;2,3481835317986
"47";43,8156392694064;2,94092977130442
"48";44,0454658961187;3,29657751500791
"49";43,8922481449772;4,64803894108118
"50";44,0071614583333;2,3481835317986
"51";43,8156392694064;2,96463962088465
"52";44,0071614583333;3,34399721416838
"53";43,9305525827626;4,64803894108118
"54";44,8115546518265;3,43883661248931
"55";45,0796857163242;3,62851540913117
"56";44,8498590896119;4,00787300241489
"57";44,0071614583333;4,62432909150094
"58";45,9606877853881;3,88932375451373
"59";45,9989922231735;4,86142758730327
"60";45,8840789098174;4,97997683520443
"61";46,1139055365297;5,31191472932769
"62";45,8840789098174;5,57272307471025
"63";45,9989922231735;5,99950036715444
"64";45,7691655964612;6,260308712537
"65";45,9989922231735;6,28401856211723
"66";44,9647724029681;6,68708600498119
"67";47,9525185502283;5,0273965343649
"68";48,0674318635845;5,12223593268583
"69";50,0209581906393;5,07481623352536
"70";46,9566031678082;6,1891791637963
"71";46,9949076055936;6,3314382612777
"72";46,8799942922374;6,78192540330212
"73";47,0715164811644;6,78192540330212
"74";48,1057363013699;6,40256781001839
"75";48,0291274257991;6,42627765959863
"76";47,8376052368722;7,04273374868468
"77";46,9949076055936;7,68289968735096
"78";45,845774472032;8,41790502433818
"79";46,8799942922374;9,08178081258469
"80";47,8759096746575;8,56016412181957
"81";48,0291274257991;8,84468231678237
"82";47,8759096746575;9,01065126384399
"83";48,9484339326484;8,13338682937538
"84";48,9484339326484;7,23241254532654
"85";48,9484339326484;7,23241254532654
"86";48,9867383704338;6,99531404952421
"87";50,0975670662101;5,07481623352536
"88";49,791131563927;6,37885796043816
"89";49,791131563927;6,44998750917886
"90";49,8294360017123;6,80563525288235
"91";49,9443493150685;7,91999818315329
"92";49,9443493150685;8,08596713021492
"93";50,0592626284247;8,22822622769632
"94";49,791131563927;9,34258915796725
"95";50,0975670662101;9,36629900754748
"96";49,9826537528539;9,69823690167074
"97";50,978569135274;9,9590452470533
"98";50,9019602597032;8,82097246720213
"99";51,9744845176941;8,60758382098004
